COUNTRYCODE,IIN,CLASSIC_PLATINUM, CONS_CORP_BIN,INTERCHANGE_RATE,INTERCHANGE_PERCENT_RATE,INTERCHANGE_FLAT_RATE,ISSUING_BANK,CARD_SCHEME_BIN,CRED_DEB_BIN,KEY,$COST
US,424631,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,448461,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,Wells Fargo Bank National Association,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,480605,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,417903,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,411507,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,Capital One Bank (Usa) National Association,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,485620,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,Wells Fargo Bank National Association,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,400390,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,Bank of America - Commercial Credit,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,433993,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,Bank of America - Commercial Credit,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,425704,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,PNC Bank National Association - Consumer Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,431228,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,479124,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,Capital One Bank (Usa) National Association,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,476153,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,498865,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,First National Bank of Omaha,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,484738,CLASSIC,COMMERCIAL,VI Commercial Business Tier 1 - Electronic,0.02400,0.10,TD Bank National Association,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.124
US,434292,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Bank of America - Consumer Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,417903,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,414720,CLASSIC,CONSUMER,VI Infinite Electronic,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,410039,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Citibank N.A.- Costco,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,427082,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,USAA Savings Bank,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,414740,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,414734,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Bank of America - Consumer Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,406095,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Navy Federal Credit Union,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,426684,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,438857,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,414720,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,438854,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,414709,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Capital One Bank (Usa) National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,414778,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,431307,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Bank of America - Consumer Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,483950,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,TD Bank National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,438854,CLASSIC,CONSUMER,VI Infinite Electronic,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,414718,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Wells Fargo Bank National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,446540,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Wells Fargo Bank National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,426452,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Bank of America - Consumer Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,422695,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,478434,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Synchrony Bank,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,426688,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,439707,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Barclays Bank Delaware,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,407221,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Wells Fargo Bank National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,412185,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,USAA Savings Bank,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,437862,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,478494,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Baxter Credit Union,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,412039,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,USAA Savings Bank,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,448915,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,PNC Bank National Association - Consumer Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,422695,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Chase Bank USA,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,414776,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,414781,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,414724,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Branch Banking and Trust Company-Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,414737,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Bank of America - Consumer Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,446542,PLATINUM,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Wells Fargo Bank National Association,VISA,CREDIT,VISACREDITCONSUMERPLATINUM,0.124
US,464018,PLATINUM,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCONSUMERPLATINUM,0.124
US,400344,PLATINUM,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Capital One Bank (Usa) National Association,VISA,CREDIT,VISACREDITCONSUMERPLATINUM,0.124
US,403784,PLATINUM,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCONSUMERPLATINUM,0.124
US,426690,PLATINUM,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Chase Bank USA National Association,VISA,CREDIT,VISACREDITCONSUMERPLATINUM,0.124
US,431196,PLATINUM,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,PNC Bank National Association - Consumer Credit,VISA,CREDIT,VISACREDITCONSUMERPLATINUM,0.124
US,430572,PLATINUM,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,Capital One Bank (Usa) National Association,VISA,CREDIT,VISACREDITCONSUMERPLATINUM,0.124
US,487042,CLASSIC,CONSUMER,VI Consumer EIRF Signature Preferred Credit,0.02400,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.124
US,440107,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Business Debit,0.02450,0.10,New Mexico Bank & Trust ,VISA,DEBIT,VISADEBITCOMMERCIALCLASSIC,0.1245
US,460686,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Business Debit,0.02450,0.10,Credit Union of Colorado,VISA,DEBIT,VISADEBITCOMMERCIALCLASSIC,0.1245
US,470009,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Business Debit,0.02450,0.10,CrossFirst Bank,VISA,DEBIT,VISADEBITCOMMERCIALCLASSIC,0.1245
US,413149,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Business Debit,0.02450,0.10,Mountain America Federal Credit Union,VISA,DEBIT,VISADEBITCOMMERCIALCLASSIC,0.1245
US,476171,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Business Debit,0.02450,0.10,Vantage West Credit Union,VISA,DEBIT,VISADEBITCOMMERCIALCLASSIC,0.1245
US,493027,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Business Debit,0.02450,0.10,Synergy Bank,VISA,DEBIT,VISADEBITCOMMERCIALCLASSIC,0.1245
US,417805,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Business Debit,0.02450,0.10,Peoples Bank,VISA,DEBIT,VISADEBITCOMMERCIALCLASSIC,0.1245
US,440111,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Business Debit,0.02450,0.10,Hanmi Bank,VISA,DEBIT,VISADEBITCOMMERCIALCLASSIC,0.1245
US,558158,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,THE BANCORP BANK ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,552862,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,FIRST NATIONAL BANK OF OMAHA ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,552815,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CITIBANK N.A. ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,556053,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,SYNCHRONY BANK ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,519068,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CENTRAL PACIFIC BANK ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,514649,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CU COOPERATIVE SYSTEMS ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,559061,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,TIB - THE INDEPENDENT BANKERSBANK ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558828,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CITIBANK N.A. ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558837,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CITIBANK N.A. ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,528705,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,EAGLEBANK ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,528402,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,RIVERVIEW COMMUNITY BANK ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,510950,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,BARCLAYS BANK DELAWARE ,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558158,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,THE BANCORP BANK,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,552851,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CAPITAL ONE BANK (USA) NATIONAL ASSOCIATION,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558821,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CHASE BANK USA N.A.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,520542,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,U.S. BANK NATIONAL ASSOCIATION ND,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,552862,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,FIRST NATIONAL BANK OF OMAHA,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,547415,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,BANK OF AMERICA NATIONAL ASSOCIATION,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,528977,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,Unknown,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558987,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CHASE BANK USA N.A.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,547464,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,WELLS FARGO BANK N.A.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,534027,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CENTENNIAL BANK,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558668,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,WELLS FARGO BANK N.A.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,537192,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,COMPUTER SERVICES INC.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558828,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CITIBANK N.A.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,552815,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CITIBANK N.A.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558232,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,STAR PROCESSING INC.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,527136,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,U.S. BANK NATIONAL ASSOCIATION,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,547478,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,HSBC BANK USA NATIONAL ASSOCIATION,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,547544,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,PACIFIC WESTERN BANK,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,559061,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,TIB - THE INDEPENDENT BANKERSBANK,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,547854,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,SILICON VALLEY BANK,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,514715,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,NYCE PAYMENTS NETWORK LLC,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558967,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CHASE BANK USA N.A.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,534391,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,FIDELITY INFORMATION SERVICES INC.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558250,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CHASE BANK USA N.A.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558111,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,FIFTH THIRD PROCESSING SOLUTIONS INC,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558879,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CITIBANK N.A.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558837,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CITIBANK N.A.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,514705,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,LEGACY TEXAS BANK,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,547363,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CAPITAL ONE NATIONAL ASSOCIATION,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558862,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CITIBANK N.A.,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,558033,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,U.S. BANK NATIONAL ASSOCIATION ND,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,515259,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,CU COOPERATIVE SYSTEMS,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,510950,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,BARCLAYS BANK DELAWARE,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,559674,CLASSIC,COMMERCIAL,MC Commercial Data Rate I,0.02650,0.10,U.S. BANK NATIONAL ASSOCIATION,MASTERCARD,CREDIT,MASTERCARDCREDITCOMMERCIALCLASSIC,0.1265
US,471563,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,JPMorgan Chase Bank N.A. - Commercial ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,461422,CLASSIC,COMMERCIAL,VI Commercial Travel Service Corporate,0.02650,0.10,Citi Commercial ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,402451,CLASSIC,COMMERCIAL,VI Commercial Travel Service Corporate,0.02650,0.10,Bank of America - Commercial Credit ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,404658,CLASSIC,COMMERCIAL,VI Commercial Travel Service Corporate,0.02650,0.10,Citi Commercial ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,471529,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,Bank of America - Commercial Credit ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,448486,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,City National Bank ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,480707,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,Bank of America - Commercial Credit ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,480715,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,Citi Commercial ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,448559,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,U.S. Bank National Association-Credit ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,448602,CLASSIC,COMMERCIAL,VI Commercial Travel Service Corporate,0.02650,0.10,Citi Commercial ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,471511,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,U.S. Bank National Association-Credit ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,471575,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,Regions Bank ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,471546,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,Bank of America - Commercial Credit ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,448563,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,Arvest Bank ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,486689,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,City National Bank ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,473077,CLASSIC,COMMERCIAL,VI Commercial Travel Service Corporate,0.02650,0.10,U.S. Bank National Association-Credit ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,461429,CLASSIC,COMMERCIAL,VI Commercial Travel Service Corporate,0.02650,0.10,Citi Commercial ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,424604,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,U.S. Bank National Association-Credit ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,486544,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,New Mexico Bank & Trust ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,448975,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Prepaid,0.02650,0.10,Metabank ,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,421718,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Prepaid,0.02650,0.10,The Bancorp Bank ,VISA,DEBIT,VISADEBITCOMMERCIALCLASSIC,0.1265
US,485910,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Prepaid,0.02650,0.10,Central Bank of Kansas City ,VISA,DEBIT,VISADEBITCOMMERCIALCLASSIC,0.1265
US,433719,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Prepaid,0.02650,0.10,The Bancorp Bank ,VISA,DEBIT,VISADEBITCOMMERCIALCLASSIC,0.1265
US,480801,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,Wells Fargo Bank National Association,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,414796,CLASSIC,COMMERCIAL,VI Commercial Card Not Present Prepaid,0.02650,0.10,Bank of America National Association,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,480715,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,Citi Commercial,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,473077,CLASSIC,COMMERCIAL,VI Commercial Travel Service Corporate,0.02650,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,448559,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,U.S. Bank National Association-Credit,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
US,471529,CLASSIC,COMMERCIAL,VI Commercial Travel Service Purchasing,0.02650,0.10,Bank of America - Commercial Credit,VISA,CREDIT,VISACREDITCOMMERCIALCLASSIC,0.1265
